Vic Anderson,40,447,2352,5.3,16,0
Thomas Hammock,21,521,2351,4.5,25,0
Cedric Cobbs,34,473,2350,5.0,23,1
Jordan Mason,43,449,2349,5.2,17,0
Russell Hansbrough,47,467,2344,5.0,15,0
Dri Archer,46,325,2342,7.2,24,0
Stefphon Jefferson,26,447,2342,5.2,30,0
Bilal Powell,40,435,2340,5.4,19,1
Joseph Doss,47,537,2339,4.4,14,0
Darrin Reaves,33,495,2337,4.7,27,0
Jeremiah Johnson,39,349,2336,6.7,30,0
Kejuan Jones,51,605,2331,3.9,36,0
Tra Carson,44,473,2329,4.9,20,0
Lydell Ross,47,595,2326,3.9,26,0
Chance Harridge,30,462,2324,5.0,35,0
Jonathan Williams,36,406,2321,5.7,16,1
Yonus Davis,42,425,2319,5.5,15,0
Charles Scott,42,424,2317,5.5,32,1
Javorius Allen,29,417,2306,5.5,25,1
Lew Nichols,22,408,2305,5.6,19,0
Joshua Kelley,22,454,2303,5.1,24,1
Shun White,39,260,2303,8.9,20,0
Jeff Scott,40,446,2297,5.2,17,0
Javonte Williams,34,366,2297,6.3,29,1
Bruce Perry,27,438,2296,5.2,17,1
Anthony Evans,38,492,2295,4.7,18,0
Edwin Baker,35,462,2293,5.0,19,1
Kyle Bell,39,543,2290,4.2,15,0
Shannon Brooks,37,431,2290,5.3,20,0
Chris Swain,41,437,2290,5.2,19,0
Fitzgerald Toussaint,37,510,2290,4.5,28,0
Adrian Martinez,39,506,2288,4.5,35,0
Andrew Clair,42,425,2286,5.4,14,0
Zonovan Knight,36,419,2286,5.5,18,0
Brittain Brown,42,406,2285,5.6,21,0
Hassan Haskins,31,443,2285,5.2,30,0
Khalil Tate,40,366,2285,6.2,18,0
Dan Burks,43,486,2277,4.7,10,0
Robert Martin,43,449,2274,5.1,18,0
Bradlee Van Pelt,38,420,2274,5.4,25,0
Cory Boyd,45,464,2267,4.9,23,1
Deon Jackson,44,526,2267,4.3,18,0
Devonta Freeman,38,404,2255,5.6,30,1
Robert Griffin III,41,528,2254,4.3,33,0
Brandon Burks,40,430,2253,5.2,12,0
Antone Smith,44,492,2253,4.6,26,0
Damarea Crockett,28,380,2252,5.9,19,0
Devine Redding,33,508,2252,4.4,17,0
David Sims,39,438,2252,5.1,23,0
Mike Boone,39,420,2250,5.4,24,0
Shannon Woods,45,401,2249,5.6,33,0
Jon Cornish,29,387,2245,5.8,17,0
Princeton McCarty,45,430,2245,5.2,12,0
Justin Crawford,25,354,2244,6.3,11,0
Vintavious Cooper,26,430,2242,5.2,20,0
Dwight Tardy,43,528,2241,4.2,15,0
Terrell Newby,48,458,2239,4.9,20,0
Marcus Mariota,41,337,2237,6.6,29,0
De'Veon Smith,41,495,2235,4.5,22,0
Antwaan Randle El,22,406,2234,5.5,21,0
Kendial Lawrence,45,444,2232,5.0,21,0
Mike Davis,48,523,2231,4.3,19,1
Josh Harris,43,488,2230,4.6,19,0
Shonn Greene,26,376,2228,5.9,22,1
Chad Brinker,27,428,2226,5.2,22,0
Tevin Washington,36,542,2225,4.1,38,0
Levron Williams,21,328,2222,6.8,27,0
Ryan Grant,38,560,2220,4.0,18,0
Jerome Smith,34,464,2219,4.8,16,0
Cameron Artis-Payne,26,394,2218,5.6,19,1
Robbie Beck,46,443,2218,5.0,34,0
Joey Iosefa,32,512,2218,4.3,21,1
Ryan Nall,30,385,2216,5.8,24,0
Joe McKnight,35,347,2213,6.4,13,1
Tellis Redmon,22,436,2213,5.1,12,0
Josh Adams,47,545,2212,4.1,22,0
Jordan Johnson,33,446,2212,5.0,19,0
Matt Grothe,42,545,2206,4.0,23,0
B.J. Smith,51,454,2206,4.9,23,0
Cornell Brockington,31,452,2203,4.9,25,0
D'Vonte Price,46,369,2203,6.0,16,0
Musa Smith,31,454,2202,4.9,19,1
Tyrod Taylor,49,500,2202,4.4,23,0
Jake Sharp,45,450,2200,4.9,23,0
Tra Minter,36,483,2199,4.6,12,0
Darik Dillard,48,446,2198,4.9,22,0
Derek Armah,45,572,2197,3.8,15,0
Jason Huntley,46,374,2197,5.9,18,1
Devine Ozigbo,39,419,2196,5.2,21,0
Jorvorskie Lane,46,489,2193,4.5,49,0
Kennedy McKoy,47,442,2193,5.0,22,0
Armani Rogers,35,398,2192,5.5,27,0
Darrin Hall,45,381,2189,5.7,21,0
TaQuon Marshall,31,478,2189,4.6,29,0
Lache Seastrunk,24,289,2189,7.6,18,1
Brandin Byrd,43,461,2187,4.7,17,0
Desmond Ridder,49,491,2186,4.5,28,0
Otis Anderson,46,358,2182,6.1,17,0
Kain Colter,39,449,2180,4.9,28,0
James Flanders,32,383,2177,5.7,19,0
Rakeem Boyd,30,389,2176,5.6,13,0
Jeremy Cox,40,451,2175,4.8,23,0
Jerrion Ealy,32,372,2172,5.8,20,0
Jordan Mason,43,449,2349,5.2,17,0
Russell Hansbrough,47,467,2344,5.0,15,0
Dri Archer,46,325,2342,7.2,24,0
Stefphon Jefferson,26,447,2342,5.2,30,0
Bilal Powell,40,435,2340,5.4,19,1
Joseph Doss,47,537,2339,4.4,14,0
Darrin Reaves,33,495,2337,4.7,27,0
Jeremiah Johnson,39,349,2336,6.7,30,0
Kejuan Jones,51,605,2331,3.9,36,0
Tra Carson,44,473,2329,4.9,20,0
Lydell Ross,47,595,2326,3.9,26,0
Chance Harridge,30,462,2324,5.0,35,0
Jonathan Williams,36,406,2321,5.7,16,1
Yonus Davis,42,425,2319,5.5,15,0
Charles Scott,42,424,2317,5.5,32,1
Javorius Allen,29,417,2306,5.5,25,1
Lew Nichols,22,408,2305,5.6,19,0
Joshua Kelley,22,454,2303,5.1,24,1
Shun White,39,260,2303,8.9,20,0
Jeff Scott,40,446,2297,5.2,17,0
Javonte Williams,34,366,2297,6.3,29,1
Bruce Perry,27,438,2296,5.2,17,1
Anthony Evans,38,492,2295,4.7,18,0
Edwin Baker,35,462,2293,5.0,19,1
Kyle Bell,39,543,2290,4.2,15,0
Shannon Brooks,37,431,2290,5.3,20,0
Chris Swain,41,437,2290,5.2,19,0
Fitzgerald Toussaint,37,510,2290,4.5,28,0
Adrian Martinez,39,506,2288,4.5,35,0
Andrew Clair,42,425,2286,5.4,14,0
Zonovan Knight,36,419,2286,5.5,18,0
Brittain Brown,42,406,2285,5.6,21,0
Hassan Haskins,31,443,2285,5.2,30,0
Khalil Tate,40,366,2285,6.2,18,0
Dan Burks,43,486,2277,4.7,10,0
Robert Martin,43,449,2274,5.1,18,0
Bradlee Van Pelt,38,420,2274,5.4,25,0
Cory Boyd,45,464,2267,4.9,23,1
Deon Jackson,44,526,2267,4.3,18,0
Devonta Freeman,38,404,2255,5.6,30,1
Robert Griffin III,41,528,2254,4.3,33,0
Brandon Burks,40,430,2253,5.2,12,0
Antone Smith,44,492,2253,4.6,26,0
Damarea Crockett,28,380,2252,5.9,19,0
Devine Redding,33,508,2252,4.4,17,0
David Sims,39,438,2252,5.1,23,0
Mike Boone,39,420,2250,5.4,24,0
Shannon Woods,45,401,2249,5.6,33,0
Jon Cornish,29,387,2245,5.8,17,0
Princeton McCarty,45,430,2245,5.2,12,0
Justin Crawford,25,354,2244,6.3,11,0
Vintavious Cooper,26,430,2242,5.2,20,0
Dwight Tardy,43,528,2241,4.2,15,0
Terrell Newby,48,458,2239,4.9,20,0
Marcus Mariota,41,337,2237,6.6,29,0
De'Veon Smith,41,495,2235,4.5,22,0
Antwaan Randle El,22,406,2234,5.5,21,0
Kendial Lawrence,45,444,2232,5.0,21,0
Mike Davis,48,523,2231,4.3,19,1
Josh Harris,43,488,2230,4.6,19,0
Shonn Greene,26,376,2228,5.9,22,1
Chad Brinker,27,428,2226,5.2,22,0
Tevin Washington,36,542,2225,4.1,38,0
Levron Williams,21,328,2222,6.8,27,0
Ryan Grant,38,560,2220,4.0,18,0
Jerome Smith,34,464,2219,4.8,16,0
Cameron Artis-Payne,26,394,2218,5.6,19,1
Robbie Beck,46,443,2218,5.0,34,0
Joey Iosefa,32,512,2218,4.3,21,1
Ryan Nall,30,385,2216,5.8,24,0
Joe McKnight,35,347,2213,6.4,13,1
Tellis Redmon,22,436,2213,5.1,12,0
Josh Adams,47,545,2212,4.1,22,0
Jordan Johnson,33,446,2212,5.0,19,0
Matt Grothe,42,545,2206,4.0,23,0
B.J. Smith,51,454,2206,4.9,23,0
Cornell Brockington,31,452,2203,4.9,25,0
D'Vonte Price,46,369,2203,6.0,16,0
Musa Smith,31,454,2202,4.9,19,1
Tyrod Taylor,49,500,2202,4.4,23,0
Jake Sharp,45,450,2200,4.9,23,0
Tra Minter,36,483,2199,4.6,12,0
Darik Dillard,48,446,2198,4.9,22,0
Derek Armah,45,572,2197,3.8,15,0
Jason Huntley,46,374,2197,5.9,18,1
Devine Ozigbo,39,419,2196,5.2,21,0
Jorvorskie Lane,46,489,2193,4.5,49,0
Kennedy McKoy,47,442,2193,5.0,22,0
Armani Rogers,35,398,2192,5.5,27,0
Darrin Hall,45,381,2189,5.7,21,0
TaQuon Marshall,31,478,2189,4.6,29,0
Lache Seastrunk,24,289,2189,7.6,18,1
Brandin Byrd,43,461,2187,4.7,17,0
Desmond Ridder,49,491,2186,4.5,28,0
Otis Anderson,46,358,2182,6.1,17,0
Kain Colter,39,449,2180,4.9,28,0
James Flanders,32,383,2177,5.7,19,0
Rakeem Boyd,30,389,2176,5.6,13,0
Jeremy Cox,40,451,2175,4.8,23,0
Jerrion Ealy,32,372,2172,5.8,20,0
J.D. King,43,470,2169,4.6,19,0
Johnny Manziel,26,345,2169,6.3,30,0
Rico Dowdle,39,428,2167,5.1,16,0
Jordan Huff,44,333,2167,6.5,20,0
Tre Watson,45,458,2166,4.7,11,0
Conor Hundley,47,480,2165,4.5,17,0
T.J. Logan,49,398,2165,5.4,19,1
Willie Geter,43,486,2164,4.5,17,0
Terrelle Pryor,39,436,2164,5.0,17,0
Rajion Neal,42,444,2163,4.9,19,0
Caleb Evans,42,468,2162,4.6,36,0
Javarris James,45,505,2162,4.3,18,0
Joshua Dobbs,37,438,2160,4.9,32,0
Max Borghi,39,369,2158,5.8,32,0
LaDainian Tomlinson,11,369,2158,5.8,22,1
Vick Ballard,25,379,2157,5.7,29,1
Tra Barnett,35,387,2156,5.6,19,0
Jeremy Hill,22,345,2156,6.2,28,1
Reggie Gallaspy II,46,459,2153,4.7,31,0
Patrick Laird,28,425,2153,5.1,14,0
Labrandon Toefield,31,511,2149,4.2,26,0
Onterrio Smith,21,405,2148,5.3,19,1
Ladell Betts,23,453,2146,4.7,15,1
Alexander Teich,42,410,2146,5.2,9,0
Kyren Williams,26,419,2146,5.1,27,0
Gerold Bright,43,363,2145,5.9,22,0
Armando Allen,41,469,2144,4.6,8,0
Leonard Henry,22,317,2143,6.8,24,1
Kedrick Rhodes,30,430,2141,5.0,12,0
Antwon Bailey,43,454,2138,4.7,11,0
Camerun Peoples,27,341,2136,6.3,28,0
Joshua Quezada,52,474,2135,4.5,17,0
Shakif Seymour,40,407,2135,5.2,24,0
Curtis Brinkley,39,494,2132,4.3,11,0
Ryan Williams,23,403,2132,5.3,30,1
Jarred Craft,45,451,2130,4.7,17,0
Alvester Alexander,38,477,2127,4.5,27,0
Art Pierce,43,366,2127,5.8,15,0
Duane Bennett,49,526,2126,4.0,17,0
Nathan Jeffery,45,457,2126,4.7,18,0
Adam Ballard,35,404,2125,5.3,14,0
Gee Gee Greene,51,297,2123,7.1,11,0
Sean Tucker,21,383,2122,5.5,16,0
Jackie Battle,41,441,2120,4.8,31,0
Darren Evans,28,438,2119,4.8,22,0
Joseph Yearby,38,393,2119,5.4,14,0
Jordan Cronkrite,44,395,2110,5.3,17,0
Glen Coffee,34,408,2109,5.2,14,1
Kelvin Taylor,35,486,2108,4.3,23,1
Zach Zwinak,31,456,2108,4.6,21,0
Zach Abey,28,488,2103,4.3,39,0
Clyde Edwards-Helaire,38,370,2103,5.7,23,1
Terence Williams,37,398,2103,5.3,16,0
Brett Biggs,24,469,2101,4.5,20,0
Kyle Hicks,47,444,2101,4.7,19,0
Zach Gerstner,43,475,2098,4.4,12,0
Joseph Turner,39,432,2094,4.8,29,0
Dantrell Savage,22,349,2092,6.0,17,0
Eric Kettani,34,395,2091,5.3,15,0
Joe Smith,22,379,2091,5.5,23,0
Napoleon Maxwell,45,392,2090,5.3,22,0
Cameron Stingily,26,396,2090,5.3,23,0
Derrick Washington,38,402,2087,5.2,28,0
Eric Crouch,23,372,2086,5.6,38,0
Jalen Richard,41,397,2086,5.3,19,0
Jermaine Thomas,43,379,2083,5.5,19,0
Doroland Dorceus,45,402,2082,5.2,24,0
Deshawn Wynn,43,445,2079,4.7,25,0
Joe Burns,23,502,2073,4.1,26,0
Jordan Canzeri,39,390,2073,5.3,14,0
Frankie Hickson,25,416,2073,5.0,23,0
Khalfani Muhammad,44,359,2073,5.8,11,1
Malik Willis,34,358,2073,5.8,27,0
Mike Gillislee,44,389,2072,5.3,20,1
Shaun Draughn,37,451,2070,4.6,10,0
B.J. Daniels,47,526,2068,3.9,25,0
Taquan Mizzell,46,460,2068,4.5,12,0
Willis McGahee,21,349,2067,5.9,31,1
Maurice Morris,21,429,2066,4.8,16,1
Nathan Scheelhaase,48,614,2066,3.4,19,0
Darrell Mack,41,458,2065,4.5,16,0
Steward Butler,35,295,2063,7.0,18,0
Darius Bradwell,38,389,2062,5.3,17,0
Prince-Tyson Gulley,50,399,2062,5.2,15,0
Lonyae Miller,45,374,2062,5.5,20,0
Luke Staley,21,326,2061,6.3,31,1
D'Eriq King,48,423,2055,4.9,32,0
Richard Hall,36,454,2053,4.5,17,0
Lynell Hamilton,30,479,2051,4.3,14,0
Ke'Mon Freeman,46,482,2050,4.3,26,0
Trevone Boykin,48,507,2049,4.0,27,0
Toney Baker,36,451,2045,4.5,17,0
Artose Pinner,29,422,2043,4.8,17,1
Leon Washington,43,369,2041,5.5,12,1
Rasheed Marshall,42,491,2040,4.2,24,0
Christian Powell,44,461,2040,4.4,18,0
Deshaun Foster,18,459,2039,4.4,23,0
Tre Siggers,30,384,2039,5.3,16,0
Aaron Duckworth,42,431,2038,4.7,13,0
Dennis Johnson,50,345,2036,5.9,13,0
Joshua Mack,34,384,2036,5.3,14,0
Akeem Hunt,46,371,2035,5.5,11,0
Corey Taylor II,37,441,2034,4.6,26,0
Noah Copeland,40,362,2033,5.6,12,0
Perry Jones,48,467,2033,4.4,8,0
Zach Laskey,45,388,2033,5.2,17,0
Johnston White,47,393,2032,5.2,28,0
Tyler Ebell,32,468,2031,4.3,17,0
Jowan Davis,43,482,2028,4.2,14,0
Kyle Herm,38,440,2028,4.6,18,0
Joe Mixon,25,300,2027,6.8,17,1
Deonce Whitaker,19,331,2027,6.1,16,0
Andre Anderson,31,442,2026,4.6,17,0
Jela Duncan,43,378,2024,5.4,17,0
Phillip Tanner,47,430,2024,4.7,33,0
Justin Vincent,50,407,2024,5.0,17,0
Michael Smith,34,359,2018,5.6,16,1
Salvon Ahmed,39,353,2016,5.7,21,0
Brandon Payne,28,417,2016,4.8,26,0
Keion Davis,41,459,2014,4.4,17,0
Eddie Wide,43,401,2013,5.0,23,0
Anthony Jones,41,418,2010,4.8,21,0
Jonathan Adams,22,435,2008,4.6,11,0
Taylor Lamb,51,330,2008,6.1,23,0
Marcus Coker,19,395,2006,5.1,18,0
Johnny Ford,32,320,2006,6.3,18,0
Mark Walton,31,395,2006,5.1,26,1
Vavae Malepeai,47,415,2005,4.8,23,0
Dwayne Priest,43,498,2003,4.0,20,0
Mike Warren,31,395,2003,5.1,9,0
Tavien Feaster,48,346,2002,5.8,20,0
Tion Green,39,429,2002,4.7,18,0
Dustin Crum,46,463,2001,4.3,23,0
Lavon Coleman,46,374,2000,5.3,12,0
JaMycal Hasty,45,386,1998,5.2,15,0
Jordan Ellis,43,468,1997,4.3,19,0
Jalen Rhodes,45,421,1997,4.7,18,0
Josh Robinson,38,323,1997,6.2,15,1
Greg Henderson,38,430,1995,4.6,18,0
Travis Homer,33,334,1995,6.0,12,1
Eric Dungey,39,543,1993,3.7,35,0
Logan Wright,40,348,1992,5.7,17,0
Kenny Young,45,355,1989,5.6,12,0
Tim Jefferson,46,496,1988,4.0,33,0
Zach Charbonnet,30,370,1987,5.4,25,0
Kalen Ballage,46,450,1984,4.4,27,1
Kenny Cattouse,37,398,1982,5.0,16,0
Josh Scobey,24,409,1981,4.8,31,1
John Lovett,50,407,1980,4.9,17,0
Ricky Person Jr.,40,455,1979,4.3,14,0
Desmond Roland,34,442,1977,4.5,27,0
Frank Gore,27,348,1975,5.7,17,1
Jawan Jamison,25,486,1972,4.1,13,1
Asim Rose,42,341,1971,5.8,13,0
James Mungro,22,363,1967,5.4,21,0
Trovon Riley,28,456,1967,4.3,14,0
Eric Stephens,44,373,1967,5.3,21,0
Mike Goodson,36,374,1964,5.3,13,1
Cal Murray,39,374,1963,5.2,23,0
LaRod Stephens-Howling,41,428,1963,4.6,15,1
Ralph Bolden,39,418,1962,4.7,15,0
Jason Ford,48,432,1962,4.5,26,0
Andre Dixon,31,414,1960,4.7,17,0
Craig Candeto,33,499,1959,3.9,33,0
Josh Allen,42,423,1958,4.6,21,0
Marcus Murphy,51,337,1957,5.8,16,1
Thomas Tapeh,38,411,1957,4.8,24,1
Jaylen Walton,51,384,1957,5.1,17,0
Dexter McCluster,39,304,1955,6.4,15,0
Jaylen Warren,27,388,1955,5.0,19,0
Arkeel Newsome,47,443,1952,4.4,14,0
Woodrow Dantzler,22,378,1951,5.2,23,0
Joe Haro,23,377,1948,5.2,15,0
Donte Harden,37,391,1947,5.0,9,0
Brandon Miree,30,426,1944,4.6,16,1
Marcel Murray,32,385,1943,5.0,15,0
Ian Eriksen,33,443,1942,4.4,21,0
Tyrone Moss,39,412,1942,4.7,26,0
Anthony Kimble,39,415,1940,4.7,18,0
Jake Locker,40,454,1939,4.3,29,0
Robbie Mixon,21,415,1939,4.7,12,0
Terrance Broadway,42,415,1936,4.7,20,0
Dimitri Nance,44,482,1934,4.0,19,0
Deshaun Watson,38,435,1934,4.4,26,0
Jeremiah Masoli,36,369,1930,5.2,29,0
Ryan Jackson,47,393,1928,4.9,18,0
SaRodorick Thompson,36,388,1928,5.0,32,0
Jyruss Edwards,44,425,1927,4.5,23,0
Corey White,40,409,1925,4.7,25,0
Jeremy Smith,50,354,1924,5.4,34,0
Derek Lawson,48,381,1923,5.0,13,0
Stephen Carr,43,419,1919,4.6,18,0
Andy Davidson,40,375,1918,5.1,19,0
Lamar Miller,23,335,1918,5.7,15,1
Chase Brown,33,348,1915,5.5,8,0
Brennan Clay,45,379,1913,5.0,13,0
Dedrick Mills,27,379,1912,5.0,25,0
Larry Ned,17,450,1906,4.2,21,1
Allen Patrick,33,367,1906,5.2,14,1
Zamir White,35,357,1905,5.3,24,0
Sam Ehlinger,46,554,1903,3.4,33,0
Thomas Merriweather,42,461,1902,4.1,23,0
Kendrick Hardy,36,333,1899,5.7,11,0
Rodney Davis,26,411,1898,4.6,10,0
Tauren Poole,37,423,1898,4.5,16,0
Jared Tew,27,416,1897,4.6,17,0
Leshun Daniels Jr,37,409,1895,4.6,19,0
Art Thompkins,48,329,1895,5.8,13,0
Brandon Warfield,19,438,1895,4.3,20,0
Lee Marks,34,351,1893,5.4,10,0
Gerald Riggs Jr.,34,383,1893,4.9,10,0
De'Anthony Thomas,37,243,1890,7.8,26,0
Reggie McNeal,42,411,1889,4.6,15,0
Deuce Vaughn,22,337,1888,5.6,22,0
Timothy McVey,35,262,1884,7.2,26,0
Joe Williams,19,314,1884,6.0,13,1
Ciatrick Fason,29,315,1877,6.0,14,1
Byron Marshall,41,307,1877,6.1,19,0
Wesley Kennedy III,36,256,1874,7.3,20,0
Kalif Phillips,23,379,1874,4.9,9,0
Chase Price,36,377,1874,5.0,12,0
Jerome Ford,30,304,1872,6.2,30,0
Daniel Lasco,38,348,1872,5.4,18,1
Raheem Blackshear,49,398,1866,4.7,14,0
Nick Marshall,26,325,1866,5.7,23,0
Brandon Pendergrass,42,445,1865,4.2,17,0
Tony Brooks-James,42,283,1863,6.6,18,0
Earl Charles,24,382,1863,4.9,17,0
Kolby Smith,39,316,1863,5.9,18,1
Knile Davis,35,349,1862,5.3,19,1
Cole Gautsche,29,269,1859,6.9,17,0
Zac Robinson,45,426,1858,4.4,22,0
Eric Shelton,30,341,1858,5.4,31,1
D.J. Knox,39,355,1853,5.2,12,0
Gaej Walker,31,384,1853,4.8,11,0
Percy Harvin,36,194,1852,9.5,19,0
Antoinne Jimmerson,44,406,1852,4.6,18,0
Walter Kazee,41,388,1852,4.8,17,0
Isaiah Bowser,29,457,1849,4.0,14,0
Christian Beal,39,383,1848,4.8,14,0
De'Montre Tuggle,27,292,1847,6.3,24,0
Lajuan Hunt,51,428,1846,4.3,18,0
Roddy Jones,50,243,1846,7.6,14,0
Demyron Martin,40,426,1846,4.3,12,0
Jordan Scarlett,35,344,1846,5.4,12,1
Raymond Calais,49,236,1845,7.8,15,1
Brandon Wilds,37,379,1844,4.9,13,0
Terron Ward,45,377,1843,4.9,22,0
Anthon Samuel,21,346,1842,5.3,16,0
David Oku,48,450,1840,4.1,25,0
Boston Scott,38,288,1840,6.4,14,1
Dorian Brown,37,331,1839,5.6,17,0
Orwin Smith,49,198,1839,9.3,20,0
Tank Bigsby,22,345,1837,5.3,15,0
Deshawn McClease,37,389,1833,4.7,12,0
Bijan Robinson,19,281,1830,6.5,15,0
Charles Jones,39,389,1828,4.7,20,0
Travis Stephens,23,372,1823,4.9,17,1
Tommy Armstrong Jr,45,423,1819,4.3,23,0
Zack Langer,39,450,1817,4.0,24,0
Darius Tice,45,371,1817,4.9,16,0
Cassen Jackson-Garrison,42,410,1814,4.4,18,0
Manuel White,36,408,1814,4.4,19,1
Paul James,24,323,1810,5.6,19,0
Darriet Perry,37,435,1809,4.2,27,0
Greg Bell,24,369,1807,4.9,14,0
Devwah Whaley,44,388,1807,4.7,16,0
Cedric Humes,47,373,1805,4.8,21,1
Ed Wesley,23,286,1804,6.3,17,0
Jonathan Wells,22,354,1803,5.1,21,1
Brandon Murphy,32,386,1799,4.7,16,0
Waymon James,35,280,1798,6.4,16,0
JJ Di Luigi,43,352,1797,5.1,14,0
Ahmaad Galloway,26,369,1797,4.9,17,1
D'Ernest Johnson,49,421,1796,4.3,16,0
Dominique Brown,42,419,1795,4.3,16,0
Chris Evans,42,320,1795,5.6,15,1
Jamal Morrow,49,316,1795,5.7,9,0
Larry Croom,34,356,1794,5.0,8,0
Kevin Harris,26,327,1793,5.5,22,0
Marvin Townes,45,447,1793,4.0,12,0
Reggie Campbell,44,231,1790,7.7,17,0
Jacques Patrick,42,366,1790,4.9,17,0
David Alston,30,408,1788,4.4,18,0
Dominique Lindsay,39,385,1787,4.6,12,0
Andrew Buie,42,428,1782,4.2,11,0
Domanick Davis,35,391,1782,4.6,17,0
Ryan Torain,19,333,1782,5.4,12,1
Derrick Coleman,46,341,1780,5.2,19,0
Jacob Hester,44,364,1780,4.9,20,1
Kadin Remsberg,28,306,1779,5.8,12,0
Brandon Rutley,45,454,1779,3.9,21,0
Demetris Murray,41,426,1778,4.2,18,0
Chauncey Washington,30,371,1778,4.8,19,1
Donovonn Young,48,405,1777,4.4,18,0
Nick Holley,37,389,1776,4.6,14,0
Adam Robinson,21,384,1775,4.6,15,0
Quinton Ganther,23,314,1774,5.6,9,1
Marlin Lane Jr.,46,382,1772,4.6,9,0
Jashaun Corbin,35,320,1771,5.5,14,0
Joe Martinek,44,391,1770,4.5,17,0
Josh Snead,49,332,1769,5.3,8,0
Kelvin Hopkins Jr,30,353,1767,5.0,24,0
Storm Johnson,32,335,1765,5.3,19,1
Chris Taylor,38,402,1762,4.4,12,0
Chris Bullock,44,378,1760,4.7,10,0
Master Teague,31,322,1757,5.5,17,0
Ryan Aplin,46,467,1756,3.8,31,0
Asher O'Hara,23,397,1753,4.4,17,0
Kenny James,39,431,1751,4.1,11,0
Marc Tyler,31,334,1751,5.2,15,0
Jordan Wilkins,38,279,1751,6.3,14,1
Justine Buries,37,452,1750,3.9,13,0
Stephen McGee,39,387,1750,4.5,11,0
Cedric Peerman,38,382,1749,4.6,15,1
Dameon Pierce,47,316,1749,5.5,22,0
Matt Asiata,31,379,1748,4.6,24,0
Jordan Mims,44,389,1748,4.5,17,0
Elijhaa Penny,23,385,1748,4.5,22,0
Brett Hundley,40,479,1747,3.6,30,0
Keon Lattimore,33,437,1747,4.0,19,0
Jacque Lewis,39,321,1746,5.4,7,0
Art Brown,37,361,1745,4.8,17,0
Austin Walter,49,345,1744,5.1,13,0
Keith Ford,39,359,1743,4.9,24,0
Kahlil Bell,35,395,1741,4.4,17,0
Kapri Bibbs,14,281,1741,6.2,31,0
Chase Clement,44,470,1741,3.7,25,0
La'darius Jefferson,35,394,1740,4.4,19,0
Brad Roberts,16,343,1740,5.1,18,0
Mekhi Sargent,34,354,1740,4.9,20,0
Tyrell Hayden,33,339,1739,5.1,15,0
Curtis McNeal,30,267,1739,6.5,8,0
Moise Plancher,41,388,1739,4.5,16,0
Chris Thompson,35,275,1739,6.3,14,1
Butler Benton,47,389,1736,4.5,11,0
Dameon Hunter,21,346,1735,5.0,10,0
Marqueis Gray,44,341,1731,5.1,12,0
Tavion Thomas,24,315,1730,5.5,27,0
James Franklin,41,450,1729,3.8,21,0
Kell Walker,46,269,1725,6.4,11,0
De'Arrius Howard,42,412,1724,4.2,21,0
Justin Anderson,36,375,1722,4.6,11,0
Rashad Armstrong,24,417,1721,4.1,10,0
Jacquise Terry,39,397,1721,4.3,14,0
Paul Mosley,34,408,1718,4.2,17,0
Dontae Strickland,45,432,1717,4.0,15,0
Robert Hubbard,24,331,1715,5.2,17,0
Justin Stockton,47,294,1714,5.8,14,0
Selvin Young,49,365,1713,4.7,25,0
Gerrid Doaks,30,331,1712,5.2,14,1
Tarean Folston,33,343,1712,5.0,11,0
Paul Harris,26,279,1711,6.1,8,0
George Winn,32,321,1710,5.3,15,0
Kerry Carter,28,451,1709,3.8,17,0
Anthony Harris,35,411,1709,4.2,16,0
Jojo Kemp,45,338,1709,5.1,19,0
Raymond Kirkley,35,436,1708,3.9,11,0
Steven Lakalaka,41,421,1706,4.1,19,0
B.J. Lane,46,327,1706,5.2,14,0
Terry Baggett,29,221,1704,7.7,12,0
C.J. Brown,35,381,1701,4.5,25,0
Ed Bailey,36,391,1700,4.3,22,0
Kregg Lumpkin,41,352,1700,4.8,15,0
Lampford Mark,24,273,1700,6.2,16,0
Roderick McDowell,39,318,1699,5.3,12,0
Keiland Williams,46,299,1699,5.7,17,0
Trace McSorley,46,473,1697,3.6,30,0
Bryce Perkins,27,439,1692,3.9,20,0
Jegil Dugger,22,395,1691,4.3,11,0
George Holani,26,330,1691,5.1,9,0
Gus Edwards,41,350,1690,4.8,18,0
Nate Ilaoa,35,222,1689,7.6,20,1
Brad Lester,39,371,1689,4.6,19,0
Kenton Keith,22,293,1688,5.8,15,0
Glasco Martin,34,348,1687,4.8,25,0
Josh Johnson,26,307,1685,5.5,16,0
Clinton Portis,19,297,1685,5.7,12,1
Montrell Lowe,28,402,1683,4.2,9,0
Connor Shaw,42,452,1683,3.7,17,0
Mulbah Car,45,357,1682,4.7,12,0
Dicenzo Miller,20,292,1681,5.8,14,0
Kellen Lewis,34,364,1677,4.6,17,0
Cameron Scarlett,49,409,1676,4.1,24,0
Marion Grice,24,294,1675,5.7,25,1
Reggie Whatley,45,279,1675,6.0,12,0
Dontrell Jackson,28,386,1673,4.3,8,0
Frank Summers,24,385,1668,4.3,14,1
A'Mod Ned,36,404,1666,4.1,10,0
Tyrion Davis-Price,35,358,1663,4.6,15,0
Terry Jackson II,21,314,1661,5.3,8,0
Brandon Jones,45,360,1661,4.6,10,0
